;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43
F.1992;5.32694782063446e-05;0.000110691376712839;0.000229757358587217;0.000475808364344074;0.000980730858698947;0.00200217126768861;0.00401000060820722;0.00774293485994323;0.0140151988738202;0.0229545727745689;0.0331062227207121;0.0420455966214607;0.0483178606353377;0.0520507948870738;0.0540586242275924;0.055080064636582;0.0555849871309369;0.0558310381366938;0.0559501041185681;0.0560075260170746;0.056035173559497;0.0560484748294162;0.0560548716609191;0.0560579474564934;0.0560594262649224;0.056060137229634;0.056060479032236;0.0560606433552715;0.0560607223538901;0.056060760332544;0.0560607785907947;0.0560607873684503;0.056060791588308;0.0560607936170042;0.0560607945922997;0.0560607950611728;0.0560607952865836;0.0560607953949497;0.0560607954470467;0.0560607954720924;0.0560607954841331;0.0560607954899216;0.0560607954927045;0.0560607954940423
F.1992;5.32694782063446e-05;0.000110691376712839;0.000229757358587217;0.000475808364344074;0.000980730858698947;0.00200217126768861;0.00401000060820722;0.00774293485994323;0.0140151988738202;0.0229545727745689;0.0331062227207121;0.0420455966214607;0.0483178606353377;0.0520507948870738;0.0540586242275924;0.055080064636582;0.0555849871309369;0.0558310381366938;0.0559501041185681;0.0560075260170746;0.056035173559497;0.0560484748294162;0.0560548716609191;0.0560579474564934;0.0560594262649224;0.056060137229634;0.056060479032236;0.0560606433552715;0.0560607223538901;0.056060760332544;0.0560607785907947;0.0560607873684503;0.056060791588308;0.0560607936170042;0.0560607945922997;0.0560607950611728;0.0560607952865836;0.0560607953949497;0.0560607954470467;0.0560607954720924;0.0560607954841331;0.0560607954899216;0.0560607954927045;0.0560607954940423
F.1992;8.90433217565706e-06;1.85027678216401e-05;3.84054041741762e-05;7.95343951308141e-05;0.000163935402313228;0.000334675664946393;0.000670297112762241;0.00129428082138033;0.00234272965462475;0.0038370028732647;0.0055339157452343;0.00702818896387425;0.00807663779711866;0.00870062150573675;0.0090362429535526;0.00920698321618577;0.00929138422336818;0.00933251321432482;0.00935241585067735;0.00936201428632334;0.0093666357489293;0.00936885914081722;0.00936992841189875;0.0093704425506968;0.0093706897429337;0.0093708085852083;0.00937086571968773;0.00937089318732851;0.0093709063924502;0.00937091274082381;0.00937091579280657;0.00937091726004755;0.00937091796542361;0.00937091830453309;0.00937091846755993;0.00937091854593506;0.00937091858361389;0.00937091860172799;0.00937091861043634;0.00937091861462287;0.00937091861663555;0.00937091861760314;0.00937091861806832;0.00937091861829195
F.1992;8.90433217565706e-06;1.85027678216401e-05;3.84054041741762e-05;7.95343951308141e-05;0.000163935402313228;0.000334675664946393;0.000670297112762241;0.00129428082138033;0.00234272965462475;0.0038370028732647;0.0055339157452343;0.00702818896387425;0.00807663779711866;0.00870062150573675;0.0090362429535526;0.00920698321618577;0.00929138422336818;0.00933251321432482;0.00935241585067735;0.00936201428632334;0.0093666357489293;0.00936885914081722;0.00936992841189875;0.0093704425506968;0.0093706897429337;0.0093708085852083;0.00937086571968773;0.00937089318732851;0.0093709063924502;0.00937091274082381;0.00937091579280657;0.00937091726004755;0.00937091796542361;0.00937091830453309;0.00937091846755993;0.00937091854593506;0.00937091858361389;0.00937091860172799;0.00937091861043634;0.00937091861462287;0.00937091861663555;0.00937091861760314;0.00937091861806832;0.00937091861829195
F.1992;4.32356827814015e-05;8.98416393653152e-05;0.000186480450101096;0.000386185489293337;0.000796001194837852;0.00162504392230955;0.00325468016747018;0.00628448197117292;0.0113753074561668;0.0186308681872099;0.0268703616374575;0.0341259223685005;0.0392167478534944;0.0422465496571972;0.0438761859023578;0.0447052286298295;0.045115044335374;0.0453147493745662;0.045411388185302;0.0454579941418859;0.0454804340157895;0.045491229869366;0.0454964217989096;0.0454989182401406;0.0455001185014213;0.0455006955494002;0.0455009729703431;0.0455011063416258;0.0455011704601292;0.0455012012851548;0.0455012161042963;0.0455012232285999;0.0455012266536086;0.0455012283001813;0.0455012290917709;0.0455012294723275;0.04550122965528;0.0455012297432344;0.0455012297855185;0.0455012298058465;0.0455012298156192;0.0455012298203175;0.0455012298225761;0.045501229823662
F.1992;4.32356827814015e-05;8.98416393653152e-05;0.000186480450101096;0.000386185489293337;0.000796001194837852;0.00162504392230955;0.00325468016747018;0.00628448197117292;0.0113753074561668;0.0186308681872099;0.0268703616374575;0.0341259223685005;0.0392167478534944;0.0422465496571972;0.0438761859023578;0.0447052286298295;0.045115044335374;0.0453147493745662;0.045411388185302;0.0454579941418859;0.0454804340157895;0.045491229869366;0.0454964217989096;0.0454989182401406;0.0455001185014213;0.0455006955494002;0.0455009729703431;0.0455011063416258;0.0455011704601292;0.0455012012851548;0.0455012161042963;0.0455012232285999;0.0455012266536086;0.0455012283001813;0.0455012290917709;0.0455012294723275;0.04550122965528;0.0455012297432344;0.0455012297855185;0.0455012298058465;0.0455012298156192;0.0455012298203175;0.0455012298225761;0.045501229823662
F.1992;1.92398646351562e-05;3.9979500005323e-05;8.29837390376879e-05;0.000171852415876767;0.000354220270222975;0.000723144011614138;0.00144833160538847;0.00279659241277113;0.00506200808129897;0.00829073022322089;0.011957302101975;0.0151860242438969;0.0174514399124247;0.0187997007198074;0.0195248883135817;0.0198938120549729;0.0200761799093191;0.0201650485861582;0.0202080528251905;0.0202287924605607;0.0202387781970765;0.0202435823483717;0.0202458927553131;0.0202470036708408;0.0202475377867164;0.0202477945728775;0.020247918025106;0.020247977375283;0.0202480059079959;0.0202480196251222;0.0202480262196353;0.020248029389948;0.0202480309140758;0.0202480316468001;0.0202480319990572;0.0202480321684047;0.0202480322498186;0.0202480322889582;0.0202480323077746;0.0202480323168206;0.0202480323211695;0.0202480323232602;0.0202480323242653;0.0202480323247485
F.1992;1.92398646351562e-05;3.9979500005323e-05;8.29837390376879e-05;0.000171852415876767;0.000354220270222975;0.000723144011614138;0.00144833160538847;0.00279659241277113;0.00506200808129897;0.00829073022322089;0.011957302101975;0.0151860242438969;0.0174514399124247;0.0187997007198074;0.0195248883135817;0.0198938120549729;0.0200761799093191;0.0201650485861582;0.0202080528251905;0.0202287924605607;0.0202387781970765;0.0202435823483717;0.0202458927553131;0.0202470036708408;0.0202475377867164;0.0202477945728775;0.020247918025106;0.020247977375283;0.0202480059079959;0.0202480196251222;0.0202480262196353;0.020248029389948;0.0202480309140758;0.0202480316468001;0.0202480319990572;0.0202480321684047;0.0202480322498186;0.0202480322889582;0.0202480323077746;0.0202480323168206;0.0202480323211695;0.0202480323232602;0.0202480323242653;0.0202480323247485
F.1992;1.61753907964582e-05;3.36116728831575e-05;6.97663125047763e-05;0.000144480225762232;0.000297801019265701;0.000607963580398766;0.00121764524669328;0.00235115870266181;0.00425574506279136;0.00697020503478796;0.0100527752163775;0.0127672351883741;0.0146718215485036;0.0158053350044722;0.0164150166707667;0.0167251792318997;0.0168785000254032;0.0169532139386607;0.0169893685782823;0.017006804860369;0.0170152000956576;0.0170192390546689;0.0170211814662131;0.0170221154381065;0.0170225644814435;0.0170227803673962;0.0170228841564861;0.0170229340535267;0.0170229580416259;0.0170229695739253;0.0170229751180821;0.017022977783436;0.0170229790648048;0.0170229796808227;0.0170229799769732;0.0170229801193476;0.017022980187794;0.0170229802206996;0.017022980236519;0.0170229802441242;0.0170229802477804;0.0170229802495381;0.0170229802503831;0.0170229802507893
F.1992;1.61753907964582e-05;3.36116728831575e-05;6.97663125047763e-05;0.000144480225762232;0.000297801019265701;0.000607963580398766;0.00121764524669328;0.00235115870266181;0.00425574506279136;0.00697020503478796;0.0100527752163775;0.0127672351883741;0.0146718215485036;0.0158053350044722;0.0164150166707667;0.0167251792318997;0.0168785000254032;0.0169532139386607;0.0169893685782823;0.017006804860369;0.0170152000956576;0.0170192390546689;0.0170211814662131;0.0170221154381065;0.0170225644814435;0.0170227803673962;0.0170228841564861;0.0170229340535267;0.0170229580416259;0.0170229695739253;0.0170229751180821;0.017022977783436;0.0170229790648048;0.0170229796808227;0.0170229799769732;0.0170229801193476;0.017022980187794;0.0170229802206996;0.017022980236519;0.0170229802441242;0.0170229802477804;0.0170229802495381;0.0170229802503831;0.0170229802507893
