"","rate"
"F.1992",1.24629559950917
"F.1993",1.96040291697297
"F.1994",1.88352529905946
"F.1995",0.88671308122352
"F.1996",1.10800811798554
"F.1997",1.2632662225208
"F.1998",0.113341430500444
"F.1999",1.04169693114771
"F.2000",1.53651765511885
"F.2001",0.958277461655093
"F.2002",1.03312755844099
"F.2003",0.745817443151447
"F.2004",1.13644368064866
"F.2005",1.0627650685662
"F.2006",1.12824160164856
"F.2007",0.692837509715847
"F.2008",1.0888213413913
