;0;0.5;1;1.5;2;2.5;3;3.5;4;4.5;5;5.5;6;6.5;7;7.5;8;8.5;9;9.5;10;10.5;11;11.5;12;12.5;13;13.5;14;14.5;15;15.5;16;16.5;17;17.5;18;18.5;19;19.5;20;20.5;21;21.5
F.1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.9964168181439e-05;0.00019632709732409;0.000585352176319432;0.00158928867544625;0.00392949644246741;0.00884747961572391;0.0181405646595794;0.0338712006296917;0.0575915730731278;0.0891735077807013;0.125736486290535;0.161448996016521;0.188780849998492;0.201015286581269;0.194916584773563;0.172114341997156;0.138399298267826;0.10134428780251;0.0675792272803058;0.0410370116818748;0.0226927325062358;0.0114273734236905;0.00524028134970058;0.00218832262122046;0.000832178812710261;0.00028818443378416;9.0880967712583e-05
F.1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.9964168181439e-05;0.00019632709732409;0.000585352176319432;0.00158928867544625;0.00392949644246741;0.00884747961572391;0.0181405646595794;0.0338712006296917;0.0575915730731278;0.0891735077807013;0.125736486290535;0.161448996016521;0.188780849998492;0.201015286581269;0.194916584773563;0.172114341997156;0.138399298267826;0.10134428780251;0.0675792272803058;0.0410370116818748;0.0226927325062358;0.0114273734236905;0.00524028134970058;0.00218832262122046;0.000832178812710261;0.00028818443378416;9.0880967712583e-05
F.1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000106382784924824;0.00034830506288935;0.00103847675315444;0.00281956642560065;0.00697134284656459;0.0156963658403196;0.0321832829024758;0.060091097083698;0.102173549930394;0.158203246821038;0.223069842939795;0.286427617366177;0.334917220940145;0.356622407139406;0.345802664242837;0.305349070660979;0.24553501245649;0.179795499539524;0.119892706247393;0.072804004793344;0.0402593107647692;0.0202733706821336;0.00929681409210843;0.00388231608675067;0.00147637334655722;0.000511269706021405;0.000161232461570612
F.1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000106382784924824;0.00034830506288935;0.00103847675315444;0.00281956642560065;0.00697134284656459;0.0156963658403196;0.0321832829024758;0.060091097083698;0.102173549930394;0.158203246821038;0.223069842939795;0.286427617366177;0.334917220940145;0.356622407139406;0.345802664242837;0.305349070660979;0.24553501245649;0.179795499539524;0.119892706247393;0.072804004793344;0.0402593107647692;0.0202733706821336;0.00929681409210843;0.00388231608675067;0.00147637334655722;0.000511269706021405;0.000161232461570612
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.93329009026588e-05;0.000325223224042604;0.000969657905493828;0.0026327164920581;0.00650935871462294;0.0146561828932204;0.0300505279452211;0.056108918336412;0.0954026078305878;0.147719271027338;0.208287220707453;0.267446336845992;0.312722581400277;0.332989385952615;0.322886656928398;0.285113883774708;0.229263645219561;0.167880626091187;0.11194753283663;0.0679793539769086;0.0375913652705383;0.0189298740614313;0.00868072323519668;0.00362503876346647;0.00137853551617894;0.000477388358263454;0.000150547742652187
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.93329009026588e-05;0.000325223224042604;0.000969657905493828;0.0026327164920581;0.00650935871462294;0.0146561828932204;0.0300505279452211;0.056108918336412;0.0954026078305878;0.147719271027338;0.208287220707453;0.267446336845992;0.312722581400277;0.332989385952615;0.322886656928398;0.285113883774708;0.229263645219561;0.167880626091187;0.11194753283663;0.0679793539769086;0.0375913652705383;0.0189298740614313;0.00868072323519668;0.00362503876346647;0.00137853551617894;0.000477388358263454;0.000150547742652187
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.01040674272954e-05;0.000164044402189777;0.000489100838058505;0.00132795683440572;0.00328335672251762;0.00739266012807075;0.0151576533526253;0.0283016503298854;0.0481216057524366;0.0745104215079516;0.105061232036271;0.134901419094225;0.157739008547348;0.167961697430876;0.162865824747915;0.143813027982592;0.11564185717243;0.08467992108327;0.0564669579021201;0.0342891640571412;0.0189612936205785;0.00954833371164313;0.00437860505775628;0.00182848970462738;0.000695340977922676;0.000240797341808003;7.59371183195799e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.01040674272954e-05;0.000164044402189777;0.000489100838058505;0.00132795683440572;0.00328335672251762;0.00739266012807075;0.0151576533526253;0.0283016503298854;0.0481216057524366;0.0745104215079516;0.105061232036271;0.134901419094225;0.157739008547348;0.167961697430876;0.162865824747915;0.143813027982592;0.11564185717243;0.08467992108327;0.0564669579021201;0.0342891640571412;0.0189612936205785;0.00954833371164313;0.00437860505775628;0.00182848970462738;0.000695340977922676;0.000240797341808003;7.59371183195799e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.98915167840777e-05;0.00022882996686083;0.000682259967853426;0.00185240285162629;0.00458004296383611;0.0103122212616727;0.0211438200150017;0.0394787363704267;0.0671261274546935;0.103936599218584;0.146552749891493;0.188177632694218;0.220034402983116;0.234294307784623;0.227185937358061;0.200608676602943;0.161311949638359;0.118122308817618;0.0787672845460816;0.0478308809696778;0.0264496205473438;0.0133192285603489;0.00610783444535891;0.00255060966988197;0.000969949908750612;0.000335894715153743;0.000105926737131048
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.98915167840777e-05;0.00022882996686083;0.000682259967853426;0.00185240285162629;0.00458004296383611;0.0103122212616727;0.0211438200150017;0.0394787363704267;0.0671261274546935;0.103936599218584;0.146552749891493;0.188177632694218;0.220034402983116;0.234294307784623;0.227185937358061;0.200608676602943;0.161311949638359;0.118122308817618;0.0787672845460816;0.0478308809696778;0.0264496205473438;0.0133192285603489;0.00610783444535891;0.00255060966988197;0.000969949908750612;0.000335894715153743;0.000105926737131048
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.45965922815397e-05;0.000113271787901532;0.000337721529363327;0.00091694713675861;0.00226714036756848;0.00510459253029679;0.0104662790849593;0.0195421391442631;0.0332277130308003;0.0514490500671797;0.0725442223753475;0.0931487129538209;0.108917947101315;0.115976659447127;0.112457986441451;0.0993021315306807;0.0798500878013562;0.0584710354783464;0.0389901343389592;0.023676485552418;0.0130926724756151;0.0065930736834718;0.00302340352237664;0.0012625624235753;0.000480129249880672;0.00016626928480604;5.24341766334589e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.45965922815397e-05;0.000113271787901532;0.000337721529363327;0.00091694713675861;0.00226714036756848;0.00510459253029679;0.0104662790849593;0.0195421391442631;0.0332277130308003;0.0514490500671797;0.0725442223753475;0.0931487129538209;0.108917947101315;0.115976659447127;0.112457986441451;0.0993021315306807;0.0798500878013562;0.0584710354783464;0.0389901343389592;0.023676485552418;0.0130926724756151;0.0065930736834718;0.00302340352237664;0.0012625624235753;0.000480129249880672;0.00016626928480604;5.24341766334589e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.24409162916072e-05;0.000106213946148535;0.000316678468641989;0.000859813159207802;0.00212587732014453;0.00478653092855281;0.00981413663278434;0.0183244897352579;0.031157330416294;0.0482433157846782;0.068024070878626;0.0873447180871122;0.102131388427318;0.108750280093686;0.105450851771215;0.0931147238534212;0.0748747157859095;0.0548277689317038;0.0365607015279251;0.0222012295209572;0.0122768823113684;0.00618226644200542;0.00283501854133495;0.00118389353387241;0.000450212919173605;0.000155909226734341;4.91670601873995e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.24409162916072e-05;0.000106213946148535;0.000316678468641989;0.000859813159207802;0.00212587732014453;0.00478653092855281;0.00981413663278434;0.0183244897352579;0.031157330416294;0.0482433157846782;0.068024070878626;0.0873447180871122;0.102131388427318;0.108750280093686;0.105450851771215;0.0931147238534212;0.0748747157859095;0.0548277689317038;0.0365607015279251;0.0222012295209572;0.0122768823113684;0.00618226644200542;0.00283501854133495;0.00118389353387241;0.000450212919173605;0.000155909226734341;4.91670601873995e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.261908172524e-05;7.40565373276924e-05;0.000220800673398062;0.000599495524162786;0.00148224521187842;0.003337357467962;0.00684280174345913;0.0127765543725518;0.02172411520968;0.0336371356660018;0.0474290554760078;0.0609001699866156;0.0712100176451362;0.0758249690289484;0.073524477939187;0.064923244760771;0.0522055943269938;0.0382280751607385;0.0254915578943186;0.0154795697020821;0.00855992481333944;0.00431051911857086;0.00197668633964004;0.000825457097325308;0.000313906140042697;0.00010870603991341;3.42812065655588e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.261908172524e-05;7.40565373276924e-05;0.000220800673398062;0.000599495524162786;0.00148224521187842;0.003337357467962;0.00684280174345913;0.0127765543725518;0.02172411520968;0.0336371356660018;0.0474290554760078;0.0609001699866156;0.0712100176451362;0.0758249690289484;0.073524477939187;0.064923244760771;0.0522055943269938;0.0382280751607385;0.0254915578943186;0.0154795697020821;0.00855992481333944;0.00431051911857086;0.00197668633964004;0.000825457097325308;0.000313906140042697;0.00010870603991341;3.42812065655588e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.3956749738883e-10;1.76658367464126e-09;5.26709564138577e-09;1.43006822114874e-08;3.53582585360825e-08;7.9611084072913e-08;1.63231799446844e-07;3.04778662184039e-07;5.18218494413671e-07;8.02397963414253e-07;1.13139768791538e-06;1.45274475371673e-06;1.69868129380892e-06;1.80876877653622e-06;1.75389164955353e-06;1.54871329983489e-06;1.24533976325308e-06;9.11912653883515e-07;6.08089057931638e-07;3.69257814541971e-07;2.04192958205561e-07;1.02825395014098e-07;4.71529178044449e-08;1.96908886760272e-08;7.48808251613619e-09;2.59313117215003e-09;8.17761970124884e-10
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.3956749738883e-10;1.76658367464126e-09;5.26709564138577e-09;1.43006822114874e-08;3.53582585360825e-08;7.9611084072913e-08;1.63231799446844e-07;3.04778662184039e-07;5.18218494413671e-07;8.02397963414253e-07;1.13139768791538e-06;1.45274475371673e-06;1.69868129380892e-06;1.80876877653622e-06;1.75389164955353e-06;1.54871329983489e-06;1.24533976325308e-06;9.11912653883515e-07;6.08089057931638e-07;3.69257814541971e-07;2.04192958205561e-07;1.02825395014098e-07;4.71529178044449e-08;1.96908886760272e-08;7.48808251613619e-09;2.59313117215003e-09;8.17761970124884e-10
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3298569681315e-05;4.35404953203853e-05;0.000129816637851785;0.000352464927558004;0.000871465140557186;0.00196215219425221;0.00402312865332952;0.00751179471715216;0.0127723867569067;0.019776478902546;0.0278852433900012;0.0358053949319794;0.0418669242706168;0.044580219765943;0.0432276785164767;0.0381707049329396;0.0306935419547685;0.022475656946778;0.0149874014807856;0.00910099440907905;0.00503268691363306;0.00253430884406723;0.00116216481929386;0.000485315843545818;0.000184556682161515;6.39121810570742e-05;2.01551512925886e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3298569681315e-05;4.35404953203853e-05;0.000129816637851785;0.000352464927558004;0.000871465140557186;0.00196215219425221;0.00402312865332952;0.00751179471715216;0.0127723867569067;0.019776478902546;0.0278852433900012;0.0358053949319794;0.0418669242706168;0.044580219765943;0.0432276785164767;0.0381707049329396;0.0306935419547685;0.022475656946778;0.0149874014807856;0.00910099440907905;0.00503268691363306;0.00253430884406723;0.00116216481929386;0.000485315843545818;0.000184556682161515;6.39121810570742e-05;2.01551512925886e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.60603511711444e-05;8.53235066180894e-05;0.000254393310810569;0.000690702835552254;0.00170775415255674;0.00384510338019957;0.00788386631231252;0.0147203806834642;0.0250292243568368;0.0387546929842542;0.0546449169084177;0.0701655281815711;0.082043917135011;0.0873609877022792;0.0847104996588865;0.0748006739702381;0.0601481588769194;0.0440440984911458;0.029369846163304;0.0178346330463238;0.00986223266461322;0.00496632194553407;0.00227741960491444;0.000951042225954146;0.000361663852832836;0.000125244588130504;3.94967528974486e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.60603511711444e-05;8.53235066180894e-05;0.000254393310810569;0.000690702835552254;0.00170775415255674;0.00384510338019957;0.00788386631231252;0.0147203806834642;0.0250292243568368;0.0387546929842542;0.0546449169084177;0.0701655281815711;0.082043917135011;0.0873609877022792;0.0847104996588865;0.0748006739702381;0.0601481588769194;0.0440440984911458;0.029369846163304;0.0178346330463238;0.00986223266461322;0.00496632194553407;0.00227741960491444;0.000951042225954146;0.000361663852832836;0.000125244588130504;3.94967528974486e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.593064086099e-05;0.000117639561077344;0.000350744110397625;0.000952304723866301;0.00235456156102466;0.00530142620565702;0.0108698600108434;0.0202956862784048;0.0345089774688234;0.0534329313580781;0.0753415359378973;0.0967405380440618;0.11311783567487;0.120448732780991;0.116794379339318;0.103131233149327;0.0829291163754282;0.0607256853347282;0.040493598405714;0.0245894535598027;0.0135975274328654;0.00684730336337989;0.00313998631010639;0.00131124697591304;0.000498643089005157;0.00017268064756098;5.44560445181129e-05
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.593064086099e-05;0.000117639561077344;0.000350744110397625;0.000952304723866301;0.00235456156102466;0.00530142620565702;0.0108698600108434;0.0202956862784048;0.0345089774688234;0.0534329313580781;0.0753415359378973;0.0967405380440618;0.11311783567487;0.120448732780991;0.116794379339318;0.103131233149327;0.0829291163754282;0.0607256853347282;0.040493598405714;0.0245894535598027;0.0135975274328654;0.00684730336337989;0.00313998631010639;0.00131124697591304;0.000498643089005157;0.00017268064756098;5.44560445181129e-05
F.1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.869054339803e-05;0.000126675684989794;0.000377685448958309;0.00102545310531606;0.00253542002249854;0.0057086390825865;0.0117047951386988;0.0218546374885279;0.0371596792705346;0.057537218932218;0.0811286661197375;0.104171367274617;0.121806637048365;0.129700634645798;0.125765583195594;0.111052944123481;0.0892990633954248;0.0653901435520814;0.0436039906028971;0.0264782174014132;0.0146419800103918;0.00737325807700685;0.0033811747769935;0.001411966411158;0.000536944836300652;0.000185944584576328;5.86389194076582e-05
F.1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.869054339803e-05;0.000126675684989794;0.000377685448958309;0.00102545310531606;0.00253542002249854;0.0057086390825865;0.0117047951386988;0.0218546374885279;0.0371596792705346;0.057537218932218;0.0811286661197375;0.104171367274617;0.121806637048365;0.129700634645798;0.125765583195594;0.111052944123481;0.0892990633954248;0.0653901435520814;0.0436039906028971;0.0264782174014132;0.0146419800103918;0.00737325807700685;0.0033811747769935;0.001411966411158;0.000536944836300652;0.000185944584576328;5.86389194076582e-05
