;0;2;4;6;8;10;12;14;16;18;20;22;24;26;28;30;32;34;36;38;40;42;44;46;48;50;52;54;56;58;60;62;64;66;68;70;72;74;76;78;80;82;84;86;88;90;92;94;96;98;100;102;104;106
F.1992;1.01094609242777e-06;1.75042434700616e-06;3.0300685619616e-06;5.24297499551612e-06;9.06536905832773e-06;1.56547124014368e-05;2.6975000612585e-05;4.63086534590751e-05;7.89982160797131e-05;0.000133342722260433;0.000221195005023197;0.000356987675468728;0.000552987512557992;0.000809629910287165;0.00110597502511598;0.0014023201399448;0.00165896253767398;0.00185496237476324;0.00199075504520877;0.00207860732797154;0.00213295183415225;0.00216564139677289;0.00218497504961938;0.00219629533783053;0.00220288468117364;0.00220670707523645;0.00220891998167001;0.00221019962588496;0.00221093910413954;0.00221136626746571;0.00221161296549405;0.00221175542173203;0.00221183767723612;0.00221188517025948;0.00221191259129801;0.00221192842315157;0.00221193756377968;0.00221194284115818;0.00221194588806554;0.00221194764720215;0.00221194866284142;0.00221194924922145;0.00221194958776826;0.0022119497832284;0.00221194989607738;0.00221194996123077;0.0022119499988471;0.0022119500205649;0.00221195003310368;0.00221195004034295;0.00221195004452254;0.00221195004693563;0.00221195004832882;0.00221195004913319
F.1992;1.01094609242777e-06;1.75042434700616e-06;3.0300685619616e-06;5.24297499551612e-06;9.06536905832773e-06;1.56547124014368e-05;2.6975000612585e-05;4.63086534590751e-05;7.89982160797131e-05;0.000133342722260433;0.000221195005023197;0.000356987675468728;0.000552987512557992;0.000809629910287165;0.00110597502511598;0.0014023201399448;0.00165896253767398;0.00185496237476324;0.00199075504520877;0.00207860732797154;0.00213295183415225;0.00216564139677289;0.00218497504961938;0.00219629533783053;0.00220288468117364;0.00220670707523645;0.00220891998167001;0.00221019962588496;0.00221093910413954;0.00221136626746571;0.00221161296549405;0.00221175542173203;0.00221183767723612;0.00221188517025948;0.00221191259129801;0.00221192842315157;0.00221193756377968;0.00221194284115818;0.00221194588806554;0.00221194764720215;0.00221194866284142;0.00221194924922145;0.00221194958776826;0.0022119497832284;0.00221194989607738;0.00221194996123077;0.0022119499988471;0.0022119500205649;0.00221195003310368;0.00221195004034295;0.00221195004452254;0.00221195004693563;0.00221195004832882;0.00221195004913319
F.1992;9.59302821050441e-07;1.66100549445306e-06;2.87528023624433e-06;4.97514233604387e-06;8.60227283794411e-06;1.48550055061462e-05;2.55970069811996e-05;4.39430175704565e-05;7.49626633020844e-05;0.000126531029289395;0.000209895457245836;0.000338751281322013;0.000524738643114591;0.000768270694909267;0.00104947728622918;0.0013306838775491;0.00157421592934377;0.00176020329113635;0.00188905911521253;0.00197242354316897;0.00202399190915628;0.00205501155488791;0.00207335756547717;0.00208409956695222;0.00209035229962042;0.00209397943012232;0.00209607929222212;0.00209729356696391;0.00209799526963731;0.00209840061170938;0.00209863470739094;0.0020987698863802;0.00209884793993589;0.00209889300682089;0.00209891902708034;0.0020989340501779;0.00209894272386525;0.00209894773165362;0.00209895062291246;0.00209895229218516;0.00209895325594141;0.00209895381236675;0.0020989541336192;0.00209895431909443;0.00209895442617862;0.00209895448800371;0.00209895452369845;0.00209895454430681;0.00209895455620506;0.00209895456307451;0.0020989545670406;0.00209895456933041;0.00209895457065244;0.00209895457141571
F.1992;9.59302821050441e-07;1.66100549445306e-06;2.87528023624433e-06;4.97514233604387e-06;8.60227283794411e-06;1.48550055061462e-05;2.55970069811996e-05;4.39430175704565e-05;7.49626633020844e-05;0.000126531029289395;0.000209895457245836;0.000338751281322013;0.000524738643114591;0.000768270694909267;0.00104947728622918;0.0013306838775491;0.00157421592934377;0.00176020329113635;0.00188905911521253;0.00197242354316897;0.00202399190915628;0.00205501155488791;0.00207335756547717;0.00208409956695222;0.00209035229962042;0.00209397943012232;0.00209607929222212;0.00209729356696391;0.00209799526963731;0.00209840061170938;0.00209863470739094;0.0020987698863802;0.00209884793993589;0.00209889300682089;0.00209891902708034;0.0020989340501779;0.00209894272386525;0.00209894773165362;0.00209895062291246;0.00209895229218516;0.00209895325594141;0.00209895381236675;0.0020989541336192;0.00209895431909443;0.00209895442617862;0.00209895448800371;0.00209895452369845;0.00209895454430681;0.00209895455620506;0.00209895456307451;0.0020989545670406;0.00209895456933041;0.00209895457065244;0.00209895457141571
F.1992;4.53165552854002e-07;7.84643239517567e-07;1.35825510910213e-06;2.35021004605398e-06;4.0636320887072e-06;7.01736368863243e-06;1.20917832883483e-05;2.07582646630641e-05;3.54116510587342e-05;5.9772057980949e-05;9.91526229644558e-05;0.000160022891950007;0.000247881557411139;0.000362923788568511;0.000495763114822279;0.000628602441076046;0.000743644672233418;0.000831503337694551;0.000892373606680102;0.000931754171663608;0.000956114578585823;0.000970767964981493;0.000979434446356209;0.000984508865955925;0.00098746259755585;0.000989176019598503;0.000990167974535455;0.00099074158640504;0.000991073064091704;0.000991264543841528;0.000991375128420899;0.000991438985693136;0.00099147585745244;0.000991497146621415;0.000991509438345156;0.000991516535113939;0.000991520632481566;0.000991522998113287;0.000991524363916539;0.000991525152465127;0.000991525607734438;0.000991525870584487;0.000991526022341098;0.000991526109957839;0.000991526160543395;0.000991526189748981;0.000991526206610836;0.000991526216346032;0.00099152622196665;0.000991526225211716;0.000991526227085255;0.000991526228166943;0.000991526228791457;0.000991526229152019
F.1992;4.53165552854002e-07;7.84643239517567e-07;1.35825510910213e-06;2.35021004605398e-06;4.0636320887072e-06;7.01736368863243e-06;1.20917832883483e-05;2.07582646630641e-05;3.54116510587342e-05;5.9772057980949e-05;9.91526229644558e-05;0.000160022891950007;0.000247881557411139;0.000362923788568511;0.000495763114822279;0.000628602441076046;0.000743644672233418;0.000831503337694551;0.000892373606680102;0.000931754171663608;0.000956114578585823;0.000970767964981493;0.000979434446356209;0.000984508865955925;0.00098746259755585;0.000989176019598503;0.000990167974535455;0.00099074158640504;0.000991073064091704;0.000991264543841528;0.000991375128420899;0.000991438985693136;0.00099147585745244;0.000991497146621415;0.000991509438345156;0.000991516535113939;0.000991520632481566;0.000991522998113287;0.000991524363916539;0.000991525152465127;0.000991525607734438;0.000991525870584487;0.000991526022341098;0.000991526109957839;0.000991526160543395;0.000991526189748981;0.000991526206610836;0.000991526216346032;0.00099152622196665;0.000991526225211716;0.000991526227085255;0.000991526228166943;0.000991526228791457;0.000991526229152019
F.1992;4.69106884197934e-07;8.12245200410555e-07;1.40603542825353e-06;2.43288507913191e-06;4.20658140420114e-06;7.26421854998903e-06;1.25171446661595e-05;2.14884931039393e-05;3.665735223661e-05;6.18747027547674e-05;0.000102640586262508;0.000165652132582097;0.00025660146565627;0.00037569062031406;0.00051320293131254;0.00065071524231102;0.00076980439696881;0.000860753730042983;0.000923765276362571;0.000964531159870312;0.000989748510388469;0.00100491736952114;0.00101388871795892;0.00101914164407509;0.00102219928122088;0.00102397297754595;0.00102499982719683;0.00102559361742467;0.00102593675574088;0.00102613497131191;0.00102624944600475;0.00102631554963028;0.00102635371845405;0.00102637575652747;0.00102638848064603;0.00102639582706297;0.00102640006856665;0.0010264025174159;0.001026403931265;0.00102640474755293;0.00102640521883758;0.00102640549093409;0.00102640564802916;0.00102640573872805;0.0010264057910931;0.00102640582132607;0.00102640583878108;0.00102640584885874;0.00102640585467708;0.0010264058580363;0.00102640585997575;0.00102640586109549;0.00102640586174197;0.00102640586211522
F.1992;4.69106884197934e-07;8.12245200410555e-07;1.40603542825353e-06;2.43288507913191e-06;4.20658140420114e-06;7.26421854998903e-06;1.25171446661595e-05;2.14884931039393e-05;3.665735223661e-05;6.18747027547674e-05;0.000102640586262508;0.000165652132582097;0.00025660146565627;0.00037569062031406;0.00051320293131254;0.00065071524231102;0.00076980439696881;0.000860753730042983;0.000923765276362571;0.000964531159870312;0.000989748510388469;0.00100491736952114;0.00101388871795892;0.00101914164407509;0.00102219928122088;0.00102397297754595;0.00102499982719683;0.00102559361742467;0.00102593675574088;0.00102613497131191;0.00102624944600475;0.00102631554963028;0.00102635371845405;0.00102637575652747;0.00102638848064603;0.00102639582706297;0.00102640006856665;0.0010264025174159;0.001026403931265;0.00102640474755293;0.00102640521883758;0.00102640549093409;0.00102640564802916;0.00102640573872805;0.0010264057910931;0.00102640582132607;0.00102640583878108;0.00102640584885874;0.00102640585467708;0.0010264058580363;0.00102640585997575;0.00102640586109549;0.00102640586174197;0.00102640586211522
F.1992;5.0480882414825e-07;8.74062091926805e-07;1.51304343457037e-06;2.61804270509534e-06;4.52672830834578e-06;7.81707058263635e-06;1.34697769175167e-05;2.31239005478768e-05;3.94472038298704e-05;6.65837509410273e-05;0.000110452170723637;0.000178259286067383;0.000276130426809093;0.00040428300387987;0.000552260853618185;0.0007002387033565;0.000828391280427278;0.000926262421168987;0.000994069536512733;0.00103793795629534;0.0010650745034065;0.00108139780668849;0.00109105193031885;0.00109670463665373;0.00109999497892802;0.00110190366453128;0.0011030086638018;0.00110364764514444;0.00110401689841222;0.00110423019941612;0.00110435338634225;0.00110442452086319;0.00110446559457089;0.00110448930987823;0.00110450300238104;0.00110451090790581;0.0011045154722142;0.00110451810743605;0.00110451962888783;0.00110452050730032;0.00110452101445265;0.0011045213072574;0.00110452147630837;0.00110452157391001;0.00110452163026036;0.00110452166279425;0.0011045216815777;0.00110452169242233;0.00110452169868348;0.00110452170229836;0.00110452170438541;0.00110452170559037;0.00110452170628605;0.0011045217066877
F.1992;5.0480882414825e-07;8.74062091926805e-07;1.51304343457037e-06;2.61804270509534e-06;4.52672830834578e-06;7.81707058263635e-06;1.34697769175167e-05;2.31239005478768e-05;3.94472038298704e-05;6.65837509410273e-05;0.000110452170723637;0.000178259286067383;0.000276130426809093;0.00040428300387987;0.000552260853618185;0.0007002387033565;0.000828391280427278;0.000926262421168987;0.000994069536512733;0.00103793795629534;0.0010650745034065;0.00108139780668849;0.00109105193031885;0.00109670463665373;0.00109999497892802;0.00110190366453128;0.0011030086638018;0.00110364764514444;0.00110401689841222;0.00110423019941612;0.00110435338634225;0.00110442452086319;0.00110446559457089;0.00110448930987823;0.00110450300238104;0.00110451090790581;0.0011045154722142;0.00110451810743605;0.00110451962888783;0.00110452050730032;0.00110452101445265;0.0011045213072574;0.00110452147630837;0.00110452157391001;0.00110452163026036;0.00110452166279425;0.0011045216815777;0.00110452169242233;0.00110452169868348;0.00110452170229836;0.00110452170438541;0.00110452170559037;0.00110452170628605;0.0011045217066877
