;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.48131787257769e-08;1.29565772387949e-07;2.24371151187636e-07;3.88492253688293e-07;6.72498738080203e-07;1.16363507827297e-06;2.01198392950225e-06;3.47443436334631e-06;5.9868790097384e-06;1.02778238764539e-05;1.75330028142339e-05;2.95943179563791e-05;4.90924078798549e-05;7.92304716390596e-05;0.000122731019699637;0.000179690684169742;0.000245462039399275;0.000311233394628807;0.000368193059098912;0.000411693607159489;0.000441831670918694;0.00046132976084217;0.000473391075984315;0.000480646254922095;0.000484937199788811;0.000487449644435203;0.000488912094869047;0.000489760443720276;0.000490251580060469;0.000490535586544861;0.000490699707647362
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.48131787257769e-08;1.29565772387949e-07;2.24371151187636e-07;3.88492253688293e-07;6.72498738080203e-07;1.16363507827297e-06;2.01198392950225e-06;3.47443436334631e-06;5.9868790097384e-06;1.02778238764539e-05;1.75330028142339e-05;2.95943179563791e-05;4.90924078798549e-05;7.92304716390596e-05;0.000122731019699637;0.000179690684169742;0.000245462039399275;0.000311233394628807;0.000368193059098912;0.000411693607159489;0.000441831670918694;0.00046132976084217;0.000473391075984315;0.000480646254922095;0.000484937199788811;0.000487449644435203;0.000488912094869047;0.000489760443720276;0.000490251580060469;0.000490535586544861;0.000490699707647362
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.44967074124973e-07;2.51062329521786e-07;4.34768711338243e-07;7.52789632744266e-07;1.30311498686038e-06;2.25480023064833e-06;3.89866369019702e-06;6.7324847369443e-06;1.16009017122936e-05;1.99155560707108e-05;3.39740693002884e-05;5.73455340079307e-05;9.51273940408076e-05;0.000153526555757732;0.000237818485102019;0.00034819042814748;0.000475636970204038;0.000603083512260596;0.000713455455306057;0.000797747384650344;0.000856146546367269;0.000893928406400145;0.000917299871107788;0.000931358384337366;0.000939673038695783;0.000944541455671132;0.000947375276717879;0.000949019140177428;0.000949970825421216;0.000950521150775332;0.000950839171696738
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.44967074124973e-07;2.51062329521786e-07;4.34768711338243e-07;7.52789632744266e-07;1.30311498686038e-06;2.25480023064833e-06;3.89866369019702e-06;6.7324847369443e-06;1.16009017122936e-05;1.99155560707108e-05;3.39740693002884e-05;5.73455340079307e-05;9.51273940408076e-05;0.000153526555757732;0.000237818485102019;0.00034819042814748;0.000475636970204038;0.000603083512260596;0.000713455455306057;0.000797747384650344;0.000856146546367269;0.000893928406400145;0.000917299871107788;0.000931358384337366;0.000939673038695783;0.000944541455671132;0.000947375276717879;0.000949019140177428;0.000949970825421216;0.000950521150775332;0.000950839171696738
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.92012782451036e-08;1.02528183841731e-07;1.77549720221376e-07;3.07422280384186e-07;5.3216272307448e-07;9.20809477927789e-07;1.59212617969004e-06;2.7493946787472e-06;4.73754619322403e-06;8.13306320393621e-06;1.38742424230132e-05;2.34186206447877e-05;3.88478787844371e-05;6.26967771839727e-05;9.71196969610927e-05;0.000142193105182425;0.000194239393922186;0.000246285682661946;0.000291359090883278;0.000325782010660398;0.000349630909059934;0.000365060167199583;0.000374604545421358;0.000380345724640435;0.000383741241651147;0.000385729393165624;0.000386886661664681;0.000387557978366443;0.000387946625121297;0.000388171365563987;0.00038830123812415
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.92012782451036e-08;1.02528183841731e-07;1.77549720221376e-07;3.07422280384186e-07;5.3216272307448e-07;9.20809477927789e-07;1.59212617969004e-06;2.7493946787472e-06;4.73754619322403e-06;8.13306320393621e-06;1.38742424230132e-05;2.34186206447877e-05;3.88478787844371e-05;6.26967771839727e-05;9.71196969610927e-05;0.000142193105182425;0.000194239393922186;0.000246285682661946;0.000291359090883278;0.000325782010660398;0.000349630909059934;0.000365060167199583;0.000374604545421358;0.000380345724640435;0.000383741241651147;0.000385729393165624;0.000386886661664681;0.000387557978366443;0.000387946625121297;0.000388171365563987;0.00038830123812415
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.09970052205364e-08;7.10009751953155e-08;1.22953541250987e-07;2.1289055249178e-07;3.68523764735836e-07;6.37662430487255e-07;1.10255060761131e-06;1.90396138967213e-06;3.28076034459952e-06;5.63216275922729e-06;9.60794100918429e-06;1.621744227983e-05;2.69022348257161e-05;4.3417645323135e-05;6.72555870642901e-05;9.8469013647865e-05;0.00013451117412858;0.000170553334609296;0.00020176676119287;0.000225604702934026;0.000242120113431445;0.000252804905977331;0.000259414407247976;0.000263390185497933;0.000265741587912561;0.000267118386867489;0.000267919797649549;0.000268384685826673;0.000268653824492425;0.000268809457704669;0.00026889939471591
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.09970052205364e-08;7.10009751953155e-08;1.22953541250987e-07;2.1289055249178e-07;3.68523764735836e-07;6.37662430487255e-07;1.10255060761131e-06;1.90396138967213e-06;3.28076034459952e-06;5.63216275922729e-06;9.60794100918429e-06;1.621744227983e-05;2.69022348257161e-05;4.3417645323135e-05;6.72555870642901e-05;9.8469013647865e-05;0.00013451117412858;0.000170553334609296;0.00020176676119287;0.000225604702934026;0.000242120113431445;0.000252804905977331;0.000259414407247976;0.000263390185497933;0.000265741587912561;0.000267118386867489;0.000267919797649549;0.000268384685826673;0.000268653824492425;0.000268809457704669;0.00026889939471591
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.36961763725795e-08;4.10384032151342e-08;7.10668689930834e-08;1.23050258250915e-07;2.13005903228584e-07;3.68567443834278e-07;6.37271759659288e-07;1.10048538066513e-06;1.89627206532764e-06;3.25537734729145e-06;5.55336819131666e-06;9.37364498962175e-06;1.55494309356867e-05;2.50953008817273e-05;3.88735773392167e-05;5.69148673685295e-05;7.77471546784334e-05;9.85794419883371e-05;0.00011662073201765;0.000130399008475139;0.00013994487842118;0.000146120664367245;0.00014994094116555;0.000152238932009575;0.000153598037291539;0.000154393823976202;0.000154857037597207;0.000155125741913032;0.000155281303453638;0.000155371259098616;0.000155423242487874
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.36961763725795e-08;4.10384032151342e-08;7.10668689930834e-08;1.23050258250915e-07;2.13005903228584e-07;3.68567443834278e-07;6.37271759659288e-07;1.10048538066513e-06;1.89627206532764e-06;3.25537734729145e-06;5.55336819131666e-06;9.37364498962175e-06;1.55494309356867e-05;2.50953008817273e-05;3.88735773392167e-05;5.69148673685295e-05;7.77471546784334e-05;9.85794419883371e-05;0.00011662073201765;0.000130399008475139;0.00013994487842118;0.000146120664367245;0.00014994094116555;0.000152238932009575;0.000153598037291539;0.000154393823976202;0.000154857037597207;0.000155125741913032;0.000155281303453638;0.000155371259098616;0.000155423242487874
F.1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.43183919750317e-09;7.67531440989075e-09;1.32914665511955e-08;2.30137955256926e-08;3.9837984676734e-08;6.89322875904344e-08;1.19187413172196e-07;2.05821148932477e-07;3.54655229439218e-07;6.08845440021498e-07;1.03863317192914e-06;1.75313040531538e-06;2.90817288140159e-06;4.69351410843961e-06;7.27043220350397e-06;1.06446515318997e-05;1.45408644070079e-05;1.84370772821162e-05;2.18112966105119e-05;2.43882147055763e-05;2.61735559326143e-05;2.73285984087005e-05;2.80430956420868e-05;2.84728833739944e-05;2.87270735845767e-05;2.88759076650834e-05;2.89625414008437e-05;2.90127965264255e-05;2.90418908293392e-05;2.90587150184902e-05;2.90684373474647e-05
